"X";"Y";"fid";"id";"sequence";"trajectory_id";"tracker";"t";"alt";"title";"camera_model"
25.882096083333334;39.22519166666667;198;198;198;1;1;"2022-01-31 12:50:15";309.314;"DJI_20220131125015_0198.JPG";"DJI ZenmuseP1"
25.882178333333332;39.225194916666666;199;199;199;1;1;"2022-01-31 12:50:17";309.309;"DJI_20220131125017_0199.JPG";"DJI ZenmuseP1"
25.882257944444444;39.22519641666667;200;200;200;1;1;"2022-01-31 12:50:20";309.32;"DJI_20220131125020_0200.JPG";"DJI ZenmuseP1"
25.882338694444446;39.22519866666667;201;201;201;1;1;"2022-01-31 12:50:23";309.304;"DJI_20220131125023_0201.JPG";"DJI ZenmuseP1"
25.88241711111111;39.22520155555556;202;202;202;1;1;"2022-01-31 12:50:25";309.284;"DJI_20220131125025_0202.JPG";"DJI ZenmuseP1"
25.882461222222222;39.22520455555556;203;203;203;1;1;"2022-01-31 12:50:27";309.302;"DJI_20220131125027_0203.JPG";"DJI ZenmuseP1"
25.88246963888889;39.22520894444445;204;204;204;1;1;"2022-01-31 12:50:28";309.266;"DJI_20220131125028_0204.JPG";"DJI ZenmuseP1"
25.88253313888889;39.22523816666667;205;205;205;1;1;"2022-01-31 12:50:30";309.291;"DJI_20220131125030_0205.JPG";"DJI ZenmuseP1"
25.882606333333335;39.22526827777778;206;206;206;1;1;"2022-01-31 12:50:33";309.27;"DJI_20220131125033_0206.JPG";"DJI ZenmuseP1"
25.88267488888889;39.22529563888889;207;207;207;1;1;"2022-01-31 12:50:35";309.269;"DJI_20220131125035_0207.JPG";"DJI ZenmuseP1"
25.88271263888889;39.22531191666667;208;208;208;1;1;"2022-01-31 12:50:38";309.208;"DJI_20220131125038_0208.JPG";"DJI ZenmuseP1"
